Post_ID,Post_Type,Date,Likes,Shares,Comments,Views,Engagement_Score,User_ID,Platform,Tags
P03993,Video,2023-12-15,4356,653,1623,65960,2425.2,U00637,Instagram,"#cosplay,#fanart,#event"
P03994,Video,2024-03-09,4164,274,448,79378,1882.2,U00589,Instagram,"#update,#fanart,#guide"
P03995,Video,2024-04-12,2137,1493,2911,59758,2176.0,U00274,YouTube,"#cosplay,#guide"
P03996,Image,2023-12-23,264,401,1728,23739,744.3,U00326,Twitter,#update
P03997,Text,2023-12-04,3195,612,1661,29275,1959.9,U00390,YouTube,#cosplay
P03998,Text,2023-09-24,2913,1867,1798,38501,2264.7,U00313,Twitter,#stream
P03999,Video,2023-06-01,76,457,1725,10855,685.0,U00522,Instagram,"#cosplay,#event"
P04000,Image,2024-03-18,435,1822,2757,30420,1547.7,U00875,Facebook,#update
P04001,Text,2023-08-05,762,1181,926,30473,936.9,U00558,Twitter,"#fanart,#update"
P04002,Image,2023-11-08,4475,1983,2153,48559,3030.8,U00680,YouTube,#guide
P04003,Image,2024-02-05,3286,1344,2292,5105,2405.2,U00491,YouTube,"#guide,#update"
P04004,Image,2023-03-15,4383,1280,2024,5090,2744.4,U00236,Facebook,"#guide,#event"
P04005,Text,2023-04-10,296,701,2403,78318,1049.6,U00502,Facebook,"#stream,#announcement"
P04006,Text,2024-05-04,2085,859,2055,88025,1708.2,U00638,Twitter,"#announcement,#event"
P04007,Text,2023-01-31,728,898,1423,44375,987.5,U00355,Instagram,"#event,#fanart"
P04008,Text,2023-02-23,2635,602,70,45732,1255.6,U00910,Instagram,"#guide,#cosplay,#event"
P04009,Image,2023-07-14,3056,1348,331,48221,1726.1,U00554,Facebook,"#announcement,#guide,#update"
P04010,Image,2024-01-06,4892,400,34,37264,2087.0,U00246,YouTube,"#event,#fanart"
P04011,Text,2023-09-02,3679,1118,2099,1951,2436.7,U00448,Instagram,"#announcement,#update"
P04012,Image,2023-12-23,1069,1955,670,25769,1215.1,U00467,Facebook,"#stream,#cosplay"
P04013,Video,2023-05-20,1670,144,2883,47034,1576.1,U00580,Twitter,#update
P04014,Video,2023-06-25,1822,816,848,19406,1228.0,U00951,Facebook,"#update,#event,#guide"
P04015,Text,2024-01-14,3519,840,16,43230,1664.4,U00182,Twitter,"#stream,#event,#announcement"
P04016,Text,2024-01-16,1229,1415,1252,26644,1291.7,U00448,YouTube,"#update,#fanart"
P04017,Text,2024-04-24,2594,1063,425,50856,1484.0,U00585,YouTube,#guide
P04018,Image,2024-01-16,1103,1489,1288,44080,1274.3,U00533,Facebook,"#cosplay,#update"
P04019,Text,2023-10-07,2545,313,2020,80176,1717.9,U00385,Instagram,"#cosplay,#guide,#event"
P04020,Text,2023-01-21,1370,1146,1521,87508,1348.1,U00025,Facebook,"#update,#cosplay,#stream"
P04021,Video,2023-11-18,536,267,1101,24867,624.8,U00347,Facebook,"#stream,#announcement,#fanart"
P04022,Video,2023-11-26,4893,721,1498,98123,2622.9,U00244,Twitter,"#stream,#update,#fanart"
P04023,Text,2023-01-08,435,1111,970,1638,798.3,U00386,YouTube,"#cosplay,#announcement,#guide"
P04024,Image,2023-02-21,4875,605,2064,91631,2750.7,U00885,Twitter,#fanart
P04025,Text,2023-06-29,2927,36,834,20387,1431.8,U00918,Twitter,#update
P04026,Text,2023-12-22,4957,952,1589,62450,2745.1,U00766,Instagram,"#guide,#update"
P04027,Video,2023-11-26,2782,478,1775,33995,1788.7,U00355,YouTube,"#announcement,#fanart,#event"
P04028,Image,2023-04-30,362,1363,971,51005,845.0,U00050,YouTube,"#stream,#update,#cosplay"
P04029,Text,2023-01-24,893,492,1427,24989,932.9,U00888,YouTube,"#announcement,#fanart"
P04030,Image,2023-01-14,1088,1724,384,18069,1067.6,U00990,YouTube,"#announcement,#stream"
P04031,Video,2023-04-15,952,940,1899,43624,1232.5,U00748,Instagram,#stream
P04032,Image,2023-04-14,2290,302,3000,14666,1906.6,U00727,Twitter,"#update,#announcement,#stream"
P04033,Text,2023-05-14,4862,1216,2079,72937,2933.3,U00363,Instagram,"#cosplay,#announcement"
P04034,Video,2023-03-23,563,105,2709,79763,1069.4,U00186,Instagram,#update
P04035,Text,2023-04-20,2490,1171,1312,54654,1740.9,U00300,Facebook,#event
P04036,Image,2023-04-04,1713,901,2341,35305,1657.8,U00855,Facebook,#announcement
P04037,Text,2024-01-12,3203,713,1846,74575,2048.9,U00794,Facebook,"#cosplay,#fanart,#update"
P04038,Video,2023-11-19,4234,1583,2643,42728,2961.4,U00927,Twitter,"#event,#fanart,#guide"
P04039,Text,2023-12-21,3034,1815,1281,71914,2142.4,U00087,YouTube,#announcement
P04040,Text,2023-02-03,491,1199,2361,31963,1264.4,U00113,Facebook,"#stream,#guide"
P04041,Image,2023-01-10,377,140,2863,26538,1051.7,U00248,Twitter,#fanart
P04042,Text,2024-03-23,159,821,2755,20589,1136.4,U00548,Facebook,#guide
P04043,Image,2023-02-24,282,1720,2233,17400,1298.7,U00720,Facebook,"#update,#cosplay,#announcement"
P04044,Image,2024-03-19,2039,1799,2680,67856,2159.3,U00786,Facebook,"#event,#stream"
P04045,Video,2023-12-22,1820,1845,1276,6196,1664.3,U00763,Twitter,#announcement
P04046,Image,2023-08-25,3928,1166,1253,12481,2296.9,U00356,Twitter,"#event,#guide"
P04047,Video,2023-01-01,3370,998,690,2450,1854.4,U00470,Instagram,#cosplay
P04048,Video,2024-04-15,4153,466,1403,1698,2221.9,U00762,Instagram,"#guide,#event,#fanart"
P04049,Video,2023-01-04,1678,1901,254,95767,1317.7,U00454,Instagram,"#cosplay,#announcement,#event"
P04050,Text,2023-09-25,3964,1046,1377,98773,2312.5,U00151,Twitter,#update
P04051,Video,2024-04-18,2245,598,2680,99580,1881.4,U00821,Facebook,"#guide,#stream"
P04052,Image,2023-06-16,47,501,968,95191,459.5,U00697,YouTube,"#update,#event"
P04053,Video,2023-09-26,257,1597,1000,3637,881.9,U00751,YouTube,#announcement
P04054,Video,2023-03-23,1933,1452,2741,96252,2031.1,U00042,Twitter,#event
P04055,Text,2023-07-21,4982,594,2329,49046,2869.7,U00308,Facebook,"#guide,#event,#fanart"
P04056,Text,2023-07-22,2851,774,626,28103,1560.4,U00190,Twitter,"#event,#guide,#announcement"
P04057,Image,2023-03-15,2601,172,1157,92816,1439.1,U00381,Instagram,"#update,#announcement,#cosplay"
P04058,Image,2023-10-01,1020,1954,1348,90233,1398.6,U00159,Twitter,"#event,#guide"
P04059,Image,2023-11-11,1018,1974,1483,53404,1444.3,U00285,Facebook,"#update,#cosplay,#guide"
P04060,Text,2023-04-20,985,1286,207,25060,841.9,U00506,Instagram,"#event,#stream,#fanart"
P04061,Text,2023-07-28,1858,736,40,2923,976.0,U00962,Facebook,"#update,#event,#announcement"
P04062,Image,2023-12-15,4379,1902,2940,80072,3204.2,U00436,Facebook,#announcement
P04063,Image,2023-04-16,2490,1675,2681,55737,2302.8,U00134,Instagram,"#update,#guide,#fanart"
P04064,Text,2023-09-14,866,1258,1172,53143,1075.4,U00891,Instagram,"#guide,#announcement"
P04065,Video,2023-03-17,3756,1401,1825,71044,2470.2,U00176,Facebook,"#guide,#cosplay,#stream"
P04066,Text,2023-05-01,4650,487,1962,49230,2594.7,U00967,Facebook,#cosplay
P04067,Image,2024-02-27,4241,436,1754,72000,2353.4,U00218,YouTube,"#stream,#update"
P04068,Text,2023-04-23,1878,842,229,86067,1072.5,U00014,Twitter,#update
P04069,Video,2023-05-02,3896,1872,2221,3067,2786.3,U00278,Facebook,#guide
P04070,Text,2023-02-12,4726,927,2112,39633,2802.1,U00636,Instagram,"#cosplay,#event"
P04071,Video,2024-02-17,1257,1873,2078,76310,1688.1,U00626,Instagram,"#event,#cosplay"
P04072,Text,2023-08-10,319,1131,1301,80618,857.2,U00150,Facebook,#update
P04073,Image,2024-04-02,3683,1831,1552,93711,2488.1,U00237,YouTube,#announcement
P04074,Text,2023-12-13,4951,92,2497,61329,2757.1,U00095,YouTube,"#cosplay,#announcement,#update"
P04075,Image,2024-03-24,2384,1849,2737,32486,2329.4,U00576,Instagram,"#announcement,#cosplay"
P04076,Video,2023-06-08,1343,162,1787,44658,1121.9,U00467,Facebook,"#stream,#cosplay,#event"
P04077,Image,2023-10-25,1798,1432,135,42822,1189.3,U00533,Facebook,"#announcement,#event"
P04078,Text,2023-12-13,1972,1848,820,8708,1589.2,U00636,Twitter,#cosplay
P04079,Text,2023-06-15,42,34,2276,87318,709.8,U00157,Twitter,"#fanart,#guide,#stream"
P04080,Video,2023-12-19,1661,817,2728,72772,1727.9,U00807,Facebook,#update
P04081,Video,2024-04-26,821,1928,2982,86382,1801.4,U00765,Facebook,"#announcement,#cosplay"
P04082,Image,2023-11-01,528,736,1383,92577,846.9,U00740,Instagram,"#cosplay,#announcement"
P04083,Text,2023-05-03,4098,823,1383,35975,2301.0,U00570,YouTube,"#update,#fanart,#cosplay"
P04084,Image,2024-03-12,2899,810,2651,28070,2197.9,U00192,Twitter,"#guide,#update,#cosplay"
P04085,Video,2024-01-05,1284,692,1081,12727,1045.5,U00780,YouTube,"#event,#announcement"
P04086,Image,2023-07-28,2057,1189,2508,85301,1931.9,U00837,Instagram,#fanart
P04087,Video,2023-07-30,3469,1644,1943,15450,2463.7,U00569,Facebook,"#stream,#guide"
P04088,Text,2023-11-25,4170,954,2175,48761,2606.7,U00562,Facebook,"#guide,#event,#fanart"
P04089,Video,2023-12-26,3481,1905,2188,5445,2620.3,U00611,Twitter,"#stream,#update,#guide"
P04090,Text,2024-01-11,1513,1188,2083,284,1586.5,U00688,Instagram,"#update,#stream"
P04091,Image,2024-04-16,1109,999,573,16337,915.2,U00723,YouTube,"#stream,#update,#event"
P04092,Text,2023-08-05,514,532,2968,4409,1255.6,U00972,Twitter,#guide
P04093,Image,2023-09-28,2447,1523,2027,13066,2043.8,U00867,Instagram,"#update,#cosplay"
P04094,Image,2023-07-16,4539,286,964,4174,2190.6,U00638,Instagram,"#event,#guide"
P04095,Image,2023-11-29,3941,1348,1601,50549,2461.1,U00344,YouTube,"#fanart,#cosplay,#announcement"
P04096,Video,2023-06-09,787,1495,1805,44590,1304.8,U00030,Facebook,#announcement
P04097,Text,2023-05-16,3502,796,1161,76028,1987.9,U00785,Twitter,#stream
P04098,Text,2023-04-25,4697,188,84,48936,1960.4,U00703,Instagram,"#guide,#update"
P04099,Video,2024-05-12,3299,1788,1812,16323,2399.6,U00686,Instagram,"#stream,#fanart"
P04100,Video,2023-04-29,4113,1262,1138,94667,2365.2,U00253,Instagram,"#event,#update,#guide"
P04101,Video,2023-10-19,1786,226,2122,55507,1418.8,U00407,Facebook,"#fanart,#announcement"
P04102,Text,2024-03-27,4333,1852,1942,27228,2871.4,U00872,Facebook,"#event,#guide,#cosplay"
P04103,Video,2023-03-01,1681,855,1167,38209,1279.0,U00385,YouTube,"#update,#stream"
P04104,Text,2024-01-03,3829,667,2166,3997,2381.5,U00239,YouTube,"#stream,#fanart,#update"
P04105,Video,2023-01-19,1638,225,267,35791,802.8,U00741,Facebook,"#guide,#stream"
P04106,Image,2023-06-19,2159,1254,1660,41045,1737.8,U00134,Facebook,#announcement
P04107,Video,2023-07-20,1219,1726,2031,96034,1614.7,U00126,Twitter,"#cosplay,#guide"
P04108,Text,2023-03-03,473,237,743,46320,483.2,U00150,Instagram,"#fanart,#event"
P04109,Video,2023-02-17,1274,72,1020,53732,837.2,U00565,Instagram,"#announcement,#stream"
P04110,Text,2023-03-07,4096,1637,1852,41019,2685.1,U00719,YouTube,"#cosplay,#update"
P04111,Video,2023-08-01,733,621,903,32122,750.4,U00862,Facebook,"#event,#stream"
P04112,Video,2023-08-23,3699,1308,2912,11245,2745.6,U00116,YouTube,#announcement
P04113,Image,2023-10-20,3668,807,2400,34315,2429.3,U00054,Twitter,"#stream,#update"
P04114,Image,2023-07-05,4169,1859,2989,55738,3122.0,U00797,Facebook,"#update,#stream"
P04115,Image,2024-05-09,1949,191,763,45308,1065.8,U00365,YouTube,"#guide,#stream"
P04116,Image,2023-04-17,875,1366,614,33302,944.0,U00054,Twitter,"#stream,#fanart,#update"
P04117,Image,2023-07-13,3600,85,1470,51585,1906.5,U00181,Twitter,"#fanart,#update"
P04118,Video,2024-03-25,650,134,900,6798,570.2,U00543,Instagram,#announcement
P04119,Text,2024-01-25,4885,1490,1707,37169,2913.1,U00773,Twitter,"#stream,#fanart"
P04120,Image,2023-10-19,2396,198,374,25728,1130.0,U00153,Facebook,#fanart
P04121,Video,2024-05-01,3354,935,2691,88243,2429.4,U00987,YouTube,#guide
P04122,Video,2023-07-19,1421,1946,584,11110,1327.4,U00110,YouTube,#event
P04123,Image,2023-03-19,979,674,510,31805,746.8,U00922,Instagram,"#update,#fanart"
P04124,Video,2023-03-23,4298,1525,1312,88826,2570.3,U00260,YouTube,"#event,#stream,#fanart"
P04125,Text,2023-07-14,1510,46,2477,94284,1360.9,U00597,Facebook,"#announcement,#guide,#cosplay"
P04126,Image,2023-06-02,1825,805,2463,84491,1710.4,U00874,Facebook,#update
P04127,Video,2023-01-22,3083,461,1342,23782,1774.1,U00453,Facebook,#update
P04128,Video,2023-11-25,3550,1072,943,96338,2024.5,U00308,YouTube,"#guide,#announcement,#fanart"
P04129,Video,2024-01-22,1716,1191,1814,50836,1587.9,U00620,Instagram,"#announcement,#stream"
P04130,Image,2023-10-30,1425,343,1122,41003,1009.5,U00975,Facebook,#update
P04131,Video,2024-03-24,2308,283,2222,94658,1674.7,U00787,Facebook,"#announcement,#stream"
P04132,Text,2023-06-04,2957,1090,1824,82658,2057.0,U00791,Facebook,"#fanart,#cosplay"
P04133,Image,2024-05-13,1307,1300,914,70730,1187.0,U00314,Facebook,"#guide,#event,#announcement"
P04134,Image,2023-12-14,4794,1947,1610,20490,2984.7,U00208,Instagram,#cosplay
P04135,Video,2024-05-06,945,582,2361,58282,1260.9,U00971,YouTube,"#cosplay,#event,#announcement"
P04136,Text,2024-01-15,4924,1742,1252,70852,2867.8,U00618,Instagram,"#announcement,#fanart,#stream"
P04137,Video,2023-01-25,827,1084,701,79640,866.3,U00422,Instagram,#announcement
P04138,Video,2023-02-21,1326,995,1821,58766,1375.2,U00181,Instagram,"#fanart,#stream,#announcement"
P04139,Image,2024-02-12,256,38,1450,48064,548.8,U00620,Facebook,"#event,#announcement"
P04140,Image,2023-03-22,158,1455,1178,27043,853.1,U00093,Facebook,#update
P04141,Image,2024-03-09,885,1973,1924,58950,1523.1,U00095,Twitter,#cosplay
P04142,Text,2023-11-03,2348,1954,1758,11784,2052.8,U00090,Twitter,#fanart
P04143,Text,2023-02-13,1077,428,532,9138,718.8,U00026,Facebook,"#guide,#stream,#fanart"
P04144,Text,2024-03-30,1172,923,604,56879,926.9,U00946,Twitter,"#fanart,#cosplay"
P04145,Text,2024-01-14,4183,1349,526,30345,2235.7,U00500,Instagram,"#stream,#event,#update"
P04146,Image,2024-05-07,3369,841,2677,49509,2403.0,U00682,Instagram,#fanart
P04147,Video,2023-09-27,3405,1848,135,75443,1956.9,U00074,Facebook,"#guide,#announcement,#stream"
P04148,Text,2023-11-14,1099,904,2534,38477,1471.0,U00596,Facebook,"#fanart,#update"
P04149,Text,2023-07-29,3254,662,2804,96885,2341.4,U00157,Twitter,#announcement
P04150,Text,2023-07-09,725,1840,1900,83812,1412.0,U00644,YouTube,"#update,#announcement,#stream"
P04151,Image,2024-02-04,1656,1574,2236,50927,1805.4,U00544,Twitter,"#guide,#cosplay,#announcement"
P04152,Image,2024-03-29,2762,1820,2106,82719,2282.6,U00471,Twitter,"#update,#stream,#cosplay"
P04153,Image,2023-08-24,2026,1621,1316,76141,1691.5,U00188,YouTube,"#stream,#announcement,#fanart"
P04154,Video,2024-05-15,1085,520,1761,64587,1118.3,U00378,Facebook,#cosplay
P04155,Video,2023-06-30,188,1184,888,24464,696.8,U00200,Instagram,"#announcement,#event,#update"
P04156,Text,2024-01-02,903,1299,352,8551,856.5,U00592,Instagram,"#event,#stream,#fanart"
P04157,Text,2023-11-21,183,1750,2961,32485,1486.5,U00539,Instagram,"#update,#stream"
P04158,Image,2024-05-03,4484,1703,191,15765,2361.8,U00078,Instagram,"#event,#cosplay"
P04159,Text,2023-07-26,1064,873,462,86141,826.1,U00342,Facebook,"#fanart,#guide"
P04160,Video,2023-07-30,3921,1857,1152,54836,2471.1,U00696,YouTube,"#fanart,#announcement,#guide"
P04161,Video,2023-12-30,2905,947,2999,3041,2345.8,U00250,Twitter,"#guide,#announcement,#cosplay"
P04162,Image,2023-03-12,4146,1279,53,11771,2058.0,U00559,Twitter,#cosplay
P04163,Video,2024-04-14,2159,398,1886,18528,1548.8,U00246,Facebook,"#stream,#announcement"
P04164,Image,2023-02-17,2843,213,2790,41539,2038.1,U00687,Instagram,"#event,#announcement"
P04165,Image,2023-08-18,4995,258,22,47913,2082.0,U00075,YouTube,#stream
P04166,Video,2023-02-24,4411,479,895,54102,2176.6,U00665,Facebook,"#cosplay,#announcement,#event"
P04167,Video,2024-05-01,347,1793,2025,27111,1284.2,U00674,Instagram,#fanart
P04168,Image,2024-03-17,1260,1137,2750,82295,1670.1,U00451,Twitter,"#guide,#update"
P04169,Video,2023-02-15,2495,506,1509,22538,1602.5,U00168,Facebook,"#guide,#stream,#fanart"
P04170,Video,2024-04-03,998,1541,1080,42435,1185.5,U00520,Facebook,#fanart
P04171,Text,2023-12-02,2178,934,2328,55423,1849.8,U00280,Twitter,"#fanart,#stream,#announcement"
P04172,Image,2023-06-03,1562,573,33,96344,806.6,U00091,Twitter,#event
P04173,Text,2023-03-19,3784,1154,2446,82764,2593.6,U00215,Twitter,#cosplay
P04174,Text,2024-02-12,3078,32,2955,35764,2127.3,U00705,Facebook,"#event,#cosplay,#announcement"
P04175,Video,2023-03-23,3131,976,2556,82946,2312.0,U00969,Twitter,"#stream,#guide"
P04176,Video,2023-02-23,1267,939,1176,42479,1141.3,U00847,YouTube,"#guide,#announcement,#fanart"
P04177,Text,2023-05-13,2701,1694,1104,63997,1919.8,U00002,Instagram,"#event,#announcement,#update"
P04178,Text,2023-10-27,3342,1033,2564,97647,2415.9,U00588,Facebook,#stream
P04179,Text,2023-09-23,4981,1689,1526,81162,2956.9,U00501,YouTube,"#fanart,#update"
P04180,Video,2024-04-04,4502,1014,1549,72121,2569.7,U00369,Facebook,"#event,#fanart,#announcement"
P04181,Image,2024-03-22,401,1094,2404,42429,1209.8,U00760,Instagram,"#fanart,#announcement"
P04182,Video,2024-01-29,4784,1478,2284,92752,3042.2,U00243,Facebook,#cosplay
P04183,Video,2023-07-13,70,104,2876,66366,922.0,U00724,Twitter,"#event,#guide,#announcement"
P04184,Video,2024-03-31,2641,265,1803,9410,1676.8,U00938,Facebook,"#event,#update"
P04185,Video,2023-07-09,1727,176,2072,72402,1365.2,U00104,YouTube,"#cosplay,#update,#stream"
P04186,Text,2023-05-24,4822,1997,75,53304,2550.4,U00326,Facebook,"#stream,#guide,#announcement"
P04187,Video,2023-05-31,3116,126,1858,32969,1841.6,U00888,Instagram,"#fanart,#stream,#event"
P04188,Text,2023-08-18,2529,806,101,56324,1283.7,U00483,Instagram,#announcement
P04189,Text,2023-01-23,738,1116,1594,30698,1108.2,U00442,Facebook,"#guide,#cosplay"
P04190,Image,2023-05-20,1183,1945,1677,36274,1559.8,U00427,Instagram,#fanart
P04191,Video,2023-10-25,558,47,1211,11478,600.6,U00935,YouTube,#cosplay
P04192,Image,2023-07-13,2575,1623,1844,12465,2070.1,U00523,Twitter,#cosplay
P04193,Video,2023-03-24,1289,928,2526,49826,1551.8,U00078,Twitter,"#guide,#cosplay,#announcement"
P04194,Video,2023-04-08,4519,1467,750,63192,2472.7,U00722,Twitter,#guide
P04195,Text,2024-04-01,34,1413,596,89824,616.3,U00895,Instagram,"#guide,#update,#announcement"
P04196,Text,2023-06-17,1200,1398,1130,56027,1238.4,U00523,Twitter,"#fanart,#stream,#cosplay"
P04197,Text,2024-02-01,1065,366,2270,64016,1216.8,U00500,Instagram,#announcement
P04198,Video,2023-02-16,2780,1803,108,53298,1685.3,U00701,Twitter,"#update,#stream,#announcement"
P04199,Image,2023-05-11,1103,1564,1194,51807,1268.6,U00725,Instagram,#cosplay
P04200,Text,2023-02-23,2648,1778,751,93168,1817.9,U00753,YouTube,"#announcement,#event"
P04201,Video,2023-01-02,4575,1279,2241,83543,2886.0,U00572,YouTube,"#fanart,#cosplay,#event"
P04202,Image,2023-07-05,735,1386,34,41218,720.0,U00791,Facebook,"#update,#guide"
P04203,Text,2023-08-07,2865,332,2507,31058,1997.7,U00694,Facebook,"#update,#announcement,#guide"
P04204,Video,2023-01-25,4822,1170,2114,32722,2914.0,U00916,Twitter,#cosplay
P04205,Image,2023-09-16,3663,1514,428,25099,2047.8,U00441,Facebook,"#guide,#cosplay"
P04206,Video,2023-11-28,3523,464,2262,23053,2227.0,U00290,Twitter,"#guide,#fanart"
P04207,Video,2023-01-01,527,1240,1453,179,1018.7,U00322,Facebook,#announcement
P04208,Image,2023-02-26,1014,1082,399,40084,849.9,U00945,Facebook,"#update,#cosplay,#guide"
P04209,Text,2024-01-07,3844,290,1054,28112,1940.8,U00319,Twitter,#guide
P04210,Video,2024-04-30,2092,1776,318,50971,1465.0,U00277,YouTube,#announcement
P04211,Text,2023-02-26,3015,789,2202,83483,2103.3,U00442,Facebook,"#event,#guide"
P04212,Image,2023-03-17,969,1587,2697,98031,1672.8,U00100,Twitter,"#guide,#fanart,#announcement"
P04213,Image,2023-12-07,2225,1026,2712,77848,2011.4,U00075,Facebook,"#fanart,#event"
P04214,Video,2023-10-11,3356,1384,2374,18394,2469.8,U00940,Twitter,"#announcement,#cosplay"
P04215,Video,2024-03-12,4212,1390,2699,29480,2911.5,U00609,YouTube,"#announcement,#guide,#fanart"
P04216,Image,2023-02-14,1915,487,150,66278,957.1,U00436,Instagram,#cosplay
P04217,Video,2023-04-23,3215,258,88,16644,1389.8,U00270,Twitter,"#update,#guide,#stream"
P04218,Image,2023-04-28,1974,308,1673,64042,1383.9,U00585,Facebook,"#fanart,#cosplay"
P04219,Image,2023-02-16,344,263,2342,30524,919.1,U00035,Instagram,#announcement
P04220,Video,2023-11-01,3082,568,2064,74450,2022.4,U00253,Facebook,#announcement
P04221,Image,2023-09-20,3929,1873,1899,64644,2703.2,U00238,Twitter,"#announcement,#event"
P04222,Image,2023-10-30,586,823,1414,18509,905.5,U00729,Facebook,"#fanart,#event"
P04223,Text,2023-03-16,76,569,1373,82735,613.0,U00526,Twitter,"#announcement,#update"
P04224,Video,2023-07-05,4609,1430,2880,23148,3136.6,U00529,YouTube,"#event,#update"
P04225,Video,2023-01-16,4720,1949,2570,62707,3243.7,U00331,Instagram,"#guide,#fanart"
P04226,Image,2023-09-24,3615,1799,913,73633,2259.6,U00868,Instagram,"#update,#announcement"
P04227,Image,2023-07-04,4160,1429,204,24051,2153.9,U00091,YouTube,#stream
P04228,Text,2024-01-07,1020,150,124,30947,490.2,U00775,Twitter,#announcement
P04229,Image,2023-05-14,3584,1148,224,46532,1845.2,U00706,Instagram,#cosplay
P04230,Image,2023-12-11,3905,211,318,69144,1720.7,U00910,YouTube,"#update,#stream,#guide"
P04231,Video,2023-02-16,2521,803,1089,98269,1576.0,U00244,Twitter,#cosplay
P04232,Text,2023-02-11,485,1956,1267,20891,1160.9,U00117,YouTube,#fanart
P04233,Image,2023-04-13,356,1084,434,2605,597.8,U00101,YouTube,#event
P04234,Text,2023-11-22,1644,433,822,82892,1034.1,U00327,Facebook,"#fanart,#guide,#stream"
P04235,Video,2023-01-28,2089,1419,2110,67182,1894.3,U00977,Facebook,"#update,#guide"
P04236,Text,2023-06-23,3870,1911,2724,73357,2938.5,U00324,Facebook,"#cosplay,#guide"
P04237,Image,2023-07-22,3421,1852,1473,7865,2365.9,U00747,Twitter,"#guide,#cosplay"
P04238,Text,2023-12-12,3050,291,2296,65642,1996.1,U00960,YouTube,"#fanart,#stream"
P04239,Image,2024-01-07,1446,142,69,70143,641.7,U00545,Twitter,"#event,#guide"
P04240,Video,2023-05-15,839,1162,1260,89820,1062.2,U00007,Instagram,"#event,#announcement"
P04241,Image,2023-04-11,1530,990,2043,90576,1521.9,U00831,Instagram,"#update,#event,#announcement"
P04242,Video,2023-04-27,4345,1176,142,77632,2133.4,U00801,Twitter,"#cosplay,#event"
P04243,Video,2024-01-29,4356,1864,2274,66350,2983.8,U00521,Facebook,#cosplay
P04244,Image,2024-02-23,3379,223,1318,1895,1813.9,U00425,Facebook,#guide
P04245,Image,2023-01-18,4305,1748,1695,91245,2754.9,U00684,Instagram,"#stream,#fanart"
P04246,Image,2023-12-07,1233,420,35,61015,629.7,U00591,Facebook,#cosplay
P04247,Image,2024-01-19,2501,354,2608,3165,1889.0,U00038,Instagram,"#guide,#cosplay"
P04248,Image,2023-06-16,4828,595,2847,76384,2963.8,U00116,Instagram,#update
P04249,Image,2024-01-12,671,1188,2661,19776,1423.1,U00215,Twitter,"#event,#guide,#stream"
P04250,Image,2023-12-20,4903,468,2374,65548,2813.8,U00093,YouTube,"#cosplay,#fanart"
P04251,Video,2024-04-15,1659,71,591,79800,862.2,U00162,Instagram,"#cosplay,#fanart"
P04252,Text,2024-05-14,17,792,835,32027,494.9,U00749,YouTube,#fanart
P04253,Video,2023-05-10,4138,1365,1505,65422,2516.2,U00666,Facebook,"#guide,#stream,#fanart"
P04254,Video,2023-05-08,189,602,991,98754,553.5,U00363,Instagram,#stream
P04255,Text,2023-02-08,2016,1106,1804,50790,1679.4,U00857,Instagram,#announcement
P04256,Image,2023-01-13,2525,347,26,21990,1121.9,U00901,Instagram,#announcement
P04257,Image,2023-10-19,2611,602,2054,13708,1841.2,U00473,Twitter,#cosplay
P04258,Image,2023-07-24,1825,762,1102,66150,1289.2,U00035,Facebook,#guide
P04259,Image,2023-08-30,694,1574,712,10605,963.4,U00291,Instagram,"#announcement,#update"
P04260,Image,2023-06-04,2298,197,1753,87970,1504.2,U00681,Instagram,"#update,#event,#fanart"
P04261,Image,2023-12-15,3118,1926,1801,33188,2365.3,U00593,Twitter,"#cosplay,#stream"
P04262,Video,2023-12-13,2582,1246,163,6187,1455.5,U00795,YouTube,#announcement
P04263,Image,2023-06-15,3255,1036,1458,49220,2050.2,U00800,YouTube,"#guide,#announcement"
P04264,Text,2023-11-29,0,916,118,35846,310.2,U00836,Twitter,#guide
P04265,Image,2023-11-02,27,732,1950,8273,815.4,U00628,Instagram,#event
P04266,Text,2023-10-01,2595,333,1539,5955,1599.6,U00010,YouTube,#update
P04267,Image,2023-03-02,2532,488,2049,88190,1773.9,U00490,YouTube,"#fanart,#stream,#guide"
P04268,Video,2024-03-25,397,1760,297,77680,775.9,U00144,Twitter,"#cosplay,#stream,#fanart"
P04269,Image,2024-03-29,174,1165,1420,80594,845.1,U00226,Facebook,"#guide,#fanart"
P04270,Image,2023-10-18,791,1997,1414,18028,1339.7,U00088,Instagram,"#announcement,#update,#fanart"
P04271,Image,2024-04-09,3994,521,2630,74499,2542.9,U00426,YouTube,#fanart
P04272,Text,2023-12-20,1431,980,571,2119,1037.7,U00522,YouTube,"#event,#update,#fanart"
P04273,Video,2024-04-18,2220,1564,953,950,1643.1,U00459,Twitter,"#update,#cosplay,#guide"
P04274,Text,2023-01-20,226,864,1695,60987,858.1,U00144,Facebook,#stream
P04275,Video,2024-02-11,207,1290,2557,39900,1236.9,U00857,Instagram,#update
P04276,Text,2023-03-22,1558,1056,266,60121,1019.8,U00088,Facebook,"#update,#guide,#event"
P04277,Video,2023-06-28,3895,1727,1628,76690,2564.5,U00313,Instagram,#announcement
P04278,Video,2024-04-29,4275,1028,2377,4805,2731.5,U00030,Facebook,#fanart
